time	V(n001)	V(n003)
2.119385768338803e-02	4.987562e+00	2.519203e-01
2.128174830838803e-02	4.996021e+00	1.908473e-01
2.136963893338804e-02	4.943599e+00	1.274487e-01
2.145752955838804e-02	4.830934e+00	6.249697e-02
2.154542018338804e-02	4.659399e+00	-3.216353e-03
2.163331080838805e-02	4.431084e+00	-6.889047e-02
2.172120143338805e-02	4.148771e+00	-1.337251e-01
2.180909205838805e-02	3.815901e+00	-1.969301e-01
2.189698268338806e-02	3.436531e+00	-2.577354e-01
2.198487330838806e-02	3.015283e+00	-3.153998e-01
2.207276393338806e-02	2.557290e+00	-3.692208e-01
2.216065455838807e-02	2.068134e+00	-4.185424e-01
2.224854518338807e-02	1.553776e+00	-4.627637e-01
2.233643580838807e-02	1.020483e+00	-5.013456e-01
2.242432643338808e-02	4.747548e-01	-5.338182e-01
2.251221705838808e-02	-7.675903e-02	-5.597856e-01
2.260010768338808e-02	-6.273374e-01	-5.789315e-01
2.268799830838809e-02	-1.170271e+00	-5.910224e-01
2.277588893338809e-02	-1.698944e+00	-5.959111e-01
2.286377955838809e-02	-2.206913e+00	-5.935380e-01
2.295167018338810e-02	-2.687989e+00	-5.839320e-01
2.303956080838810e-02	-3.136308e+00	-5.672102e-01
2.312745143338810e-02	-3.546409e+00	-5.435762e-01
2.321534205838811e-02	-3.913292e+00	-5.133183e-01
2.330323268338811e-02	-4.232488e+00	-4.768051e-01
2.339112330838811e-02	-4.500107e+00	-4.344814e-01
2.347901393338812e-02	-4.712887e+00	-3.868632e-01
2.356690455838812e-02	-4.868236e+00	-3.345306e-01
2.365479518338812e-02	-4.964260e+00	-2.781214e-01
2.374268580838813e-02	-4.999789e+00	-2.183230e-01
2.383057643338813e-02	-4.974391e+00	-1.558641e-01
2.391846705838813e-02	-4.888373e+00	-9.150580e-02
2.400635768338814e-02	-4.742787e+00	-2.603243e-02
2.409424830838814e-02	-4.539404e+00	3.975818e-02
2.418213893338814e-02	-4.280704e+00	1.050643e-01
2.427002955838815e-02	-3.969839e+00	1.690901e-01
2.435792018338815e-02	-3.610597e+00	2.310553e-01
2.444581080838815e-02	-3.207357e+00	2.902049e-01
2.453370143338816e-02	-2.765031e+00	3.458180e-01
2.462159205838816e-02	-2.289011e+00	3.972170e-01
2.470948268338816e-02	-1.785096e+00	4.437755e-01
2.479737330838817e-02	-1.259428e+00	4.849261e-01
2.488526393338817e-02	-7.184128e-01	5.201674e-01
2.497315455838817e-02	-1.686429e-01	5.490698e-01
2.503174830838818e-02	1.994276e-01	5.646393e-01
2.509034205838818e-02	5.664173e-01	5.771490e-01
2.517823268338818e-02	1.110530e+00	5.900327e-01
2.526612330838818e-02	1.641109e+00	5.957261e-01
2.535401393338819e-02	2.151689e+00	5.941601e-01
2.544190455838819e-02	2.636049e+00	5.853536e-01
2.552979518338819e-02	3.088286e+00	5.694139e-01
2.561768580838820e-02	3.502889e+00	5.465354e-01
2.570557643338820e-02	3.874805e+00	5.169966e-01
2.579346705838820e-02	4.199503e+00	4.811578e-01
2.588135768338821e-02	4.473026e+00	4.394555e-01
2.596924830838821e-02	4.692039e+00	3.923980e-01
2.605713893338821e-02	4.853876e+00	3.405588e-01
2.614502955838822e-02	4.956563e+00	2.845694e-01
2.623292018338822e-02	4.998848e+00	2.251123e-01
2.632081080838822e-02	4.980218e+00	1.629119e-01
2.640870143338823e-02	4.900898e+00	9.872628e-02
2.649659205838823e-02	4.761856e+00	3.333757e-02
2.658448268338823e-02	4.564785e+00	-3.245739e-02
2.667237330838824e-02	4.312088e+00	-9.785682e-02
2.676026393338824e-02	4.006843e+00	-1.620638e-01
2.684815455838824e-02	3.652771e+00	-2.242958e-01
2.693604518338825e-02	3.254186e+00	-2.837945e-01
2.702393580838825e-02	2.815945e+00	-3.398349e-01
2.711182643338825e-02	2.343389e+00	-3.917341e-01
2.719971705838826e-02	1.842276e+00	-4.388596e-01
2.728760768338826e-02	1.318713e+00	-4.806370e-01
2.737549830838826e-02	7.790797e-01	-5.165575e-01
2.746338893338827e-02	2.299530e-01	-5.461830e-01
2.755127955838827e-02	-3.219760e-01	-5.691529e-01
2.763917018338827e-02	-8.699814e-01	-5.851870e-01
2.772706080838828e-02	-1.407385e+00	-5.940899e-01
2.781495143338828e-02	-1.927638e+00	-5.957532e-01
2.790284205838828e-02	-2.424401e+00	-5.901567e-01
2.799073268338829e-02	-2.891620e+00	-5.773684e-01
2.807862330838829e-02	-3.323602e+00	-5.575444e-01
2.816651393338829e-02	-3.715082e+00	-5.309260e-01
2.825440455838830e-02	-4.061290e+00	-4.978377e-01
2.834229518338830e-02	-4.358006e+00	-4.586828e-01
2.843018580838830e-02	-4.601616e+00	-4.139383e-01
2.851807643338831e-02	-4.789150e+00	-3.641496e-01
2.860596705838831e-02	-4.918324e+00	-3.099233e-01
2.869385768338831e-02	-4.987562e+00	-2.519203e-01
2.878174830838832e-02	-4.996021e+00	-1.908473e-01
2.886963893338832e-02	-4.943599e+00	-1.274487e-01
2.895752955838832e-02	-4.830934e+00	-6.249697e-02
2.904542018338833e-02	-4.659399e+00	3.216353e-03
2.913331080838833e-02	-4.431084e+00	6.889047e-02
2.922120143338833e-02	-4.148771e+00	1.337251e-01
2.930909205838834e-02	-3.815901e+00	1.969301e-01
2.939698268338834e-02	-3.436531e+00	2.577354e-01
2.948487330838834e-02	-3.015283e+00	3.153998e-01
2.957276393338835e-02	-2.557290e+00	3.692208e-01
2.966065455838835e-02	-2.068134e+00	4.185424e-01
2.974854518338835e-02	-1.553776e+00	4.627637e-01
2.983643580838836e-02	-1.020483e+00	5.013456e-01
2.992432643338836e-02	-4.747548e-01	5.338182e-01
2.998292018338836e-02	-1.073074e-01	5.519519e-01
3.000000000000000e-02	-7.347880e-15	5.567664e-01
