time	V(n001)	V(n003)
3.967121528317352e-03	4.650459e+00	6.633810e-01
4.025715278317353e-03	4.824562e+00	6.020919e-01
4.084309028317353e-03	4.939872e+00	5.334656e-01
4.142902778317354e-03	4.994985e+00	4.583384e-01
4.201496528317354e-03	4.989228e+00	3.776259e-01
4.260090278317355e-03	4.922673e+00	2.923116e-01
4.318684028317355e-03	4.796129e+00	2.034352e-01
4.377277778317356e-03	4.611140e+00	1.120797e-01
4.435871528317356e-03	4.369959e+00	1.935841e-02
4.494465278317357e-03	4.075525e+00	-7.359879e-02
4.553059028317357e-03	3.731427e+00	-1.656591e-01
4.611652778317358e-03	3.341857e+00	-2.557007e-01
4.670246528317358e-03	2.911564e+00	-3.426263e-01
4.728840278317359e-03	2.445790e+00	-4.253767e-01
4.787434028317359e-03	1.950211e+00	-5.029434e-01
4.846027778317359e-03	1.430867e+00	-5.743812e-01
4.904621528317360e-03	8.940862e-01	-6.388195e-01
4.963215278317360e-03	3.464101e-01	-6.954732e-01
5.021809028317361e-03	-2.054874e-01	-7.436517e-01
5.080402778317361e-03	-7.548807e-01	-7.827681e-01
5.138996528317362e-03	-1.295075e+00	-8.123457e-01
5.197590278317362e-03	-1.819488e+00	-8.320239e-01
5.256184028317363e-03	-2.321728e+00	-8.415630e-01
5.314777778317363e-03	-2.795675e+00	-8.408468e-01
5.373371528317364e-03	-3.235554e+00	-8.298841e-01
5.431965278317364e-03	-3.636005e+00	-8.088083e-01
5.490559028317365e-03	-3.992147e+00	-7.778763e-01
5.549152778317365e-03	-4.299640e+00	-7.374650e-01
5.607746528317366e-03	-4.554738e+00	-6.880670e-01
5.666340278317366e-03	-4.754331e+00	-6.302841e-01
5.724934028317367e-03	-4.895988e+00	-5.648205e-01
5.783527778317367e-03	-4.977982e+00	-4.924740e-01
5.842121528317368e-03	-4.999314e+00	-4.141262e-01
5.900715278317368e-03	-4.959724e+00	-3.307319e-01
5.959309028317369e-03	-4.859694e+00	-2.433072e-01
6.017902778317369e-03	-4.700445e+00	-1.529175e-01
6.076496528317370e-03	-4.483915e+00	-6.066443e-02
6.135090278317370e-03	-4.212744e+00	3.232794e-02
6.193684028317371e-03	-3.890236e+00	1.249264e-01
6.252277778317371e-03	-3.520322e+00	2.160024e-01
6.310871528317372e-03	-3.107508e+00	3.044463e-01
6.369465278317372e-03	-2.656826e+00	3.891801e-01
6.428059028317373e-03	-2.173769e+00	4.691713e-01
6.486652778317373e-03	-1.664221e+00	5.434453e-01
6.545246528317374e-03	-1.134393e+00	6.110967e-01
6.603840278317374e-03	-5.907417e-01	6.713013e-01
6.662434028317375e-03	-3.989125e-02	7.233254e-01
6.721027778317375e-03	5.114453e-01	7.665350e-01
6.779621528317376e-03	1.056549e+00	8.004036e-01
6.838215278317376e-03	1.588778e+00	8.245183e-01
6.896809028317376e-03	2.101646e+00	8.385855e-01
6.955402778317377e-03	2.588903e+00	8.424336e-01
7.013996528317377e-03	3.044612e+00	8.360158e-01
7.072590278317378e-03	3.463219e+00	8.194102e-01
7.131184028317378e-03	3.839622e+00	7.928192e-01
7.189777778317379e-03	4.169237e+00	7.565669e-01
7.248371528317379e-03	4.448044e+00	7.110950e-01
7.306965278317380e-03	4.672647e+00	6.569577e-01
7.365559028317380e-03	4.840309e+00	5.948147e-01
7.424152778317381e-03	4.948987e+00	5.254232e-01
7.482746528317381e-03	4.997356e+00	4.496288e-01
7.541340278317382e-03	4.984827e+00	3.683553e-01
7.599934028317382e-03	4.911553e+00	2.825930e-01
7.658527778317383e-03	4.778426e+00	1.933869e-01
7.717121528317383e-03	4.587069e+00	1.018243e-01
7.775715278317384e-03	4.339814e+00	9.020776e-03
7.834309028317384e-03	4.039673e+00	-8.389264e-02
7.892902778317383e-03	3.690305e+00	-1.757838e-01
7.951496528317382e-03	3.295966e+00	-2.655327e-01
8.010090278317381e-03	2.861463e+00	-3.520459e-01
8.068684028317379e-03	2.392090e+00	-4.342691e-01
8.127277778317378e-03	1.893566e+00	-5.112002e-01
8.185871528317377e-03	1.371968e+00	-5.819018e-01
8.244465278317376e-03	8.336501e-01	-6.455123e-01
8.303059028317374e-03	2.851738e-01	-7.012565e-01
8.361652778317373e-03	-2.667778e-01	-7.484552e-01
8.420246528317372e-03	-8.154783e-01	-7.865332e-01
8.478840278317371e-03	-1.354241e+00	-8.150264e-01
8.537434028317369e-03	-1.876502e+00	-8.335877e-01
8.596027778317368e-03	-2.375895e+00	-8.419908e-01
8.654621528317367e-03	-2.846335e+00	-8.401334e-01
8.713215278317366e-03	-3.282089e+00	-8.280381e-01
8.771809028317364e-03	-3.677848e+00	-8.058522e-01
8.830402778317363e-03	-4.028789e+00	-7.738462e-01
8.888996528317362e-03	-4.330634e+00	-7.324100e-01
8.947590278317361e-03	-4.579706e+00	-6.820487e-01
9.006184028317359e-03	-4.772970e+00	-6.233758e-01
9.064777778317358e-03	-4.908069e+00	-5.571065e-01
9.123371528317357e-03	-4.983359e+00	-4.840482e-01
9.181965278317356e-03	-4.997921e+00	-4.050913e-01
9.240559028317354e-03	-4.951579e+00	-3.211980e-01
9.299152778317353e-03	-4.844895e+00	-2.333904e-01
9.357746528317352e-03	-4.679172e+00	-1.427388e-01
9.416340278317351e-03	-4.456429e+00	-5.034776e-02
9.474934028317349e-03	-4.179378e+00	4.265683e-02
9.533527778317348e-03	-3.851398e+00	1.351416e-01
9.592121528317347e-03	-3.476484e+00	2.259795e-01
9.650715278317346e-03	-3.059206e+00	3.140637e-01
9.709309028317344e-03	-2.604648e+00	3.983206e-01
9.767902778317343e-03	-2.118349e+00	4.777235e-01
9.826496528317342e-03	-1.606237e+00	5.513049e-01
9.885090278317341e-03	-1.074550e+00	6.181681e-01
9.943684028317339e-03	-5.297692e-01	6.774983e-01
1.000227777831734e-02	2.146749e-02	7.285724e-01
1.006087152831734e-02	5.724427e-01	7.707680e-01
1.011946527831734e-02	1.116442e+00	8.035711e-01
1.017805902831733e-02	1.646836e+00	8.265818e-01
1.023665277831733e-02	2.157162e+00	8.395196e-01
1.029524652831733e-02	2.641201e+00	8.422271e-01
1.035384027831733e-02	3.093053e+00	8.346711e-01
1.041243402831733e-02	3.507214e+00	8.169438e-01
1.047102777831733e-02	3.878635e+00	7.892612e-01
1.052962152831733e-02	4.202792e+00	7.519606e-01
1.058821527831733e-02	4.475732e+00	7.054965e-01
1.064680902831732e-02	4.694131e+00	6.504352e-01
1.070540277831732e-02	4.855328e+00	5.874477e-01
1.076399652831732e-02	4.957356e+00	5.173015e-01
1.082259027831732e-02	4.998975e+00	4.408514e-01
1.088118402831732e-02	4.979675e+00	3.590291e-01
1.093977777831732e-02	4.899693e+00	2.728317e-01
1.099837152831732e-02	4.760003e+00	1.833095e-01
1.105696527831732e-02	4.562307e+00	9.155345e-02
1.111555902831731e-02	4.309015e+00	-1.318255e-03
1.117415277831731e-02	4.003212e+00	-9.417389e-02
1.123274652831731e-02	3.648627e+00	-1.858819e-01
1.129134027831731e-02	3.249579e+00	-2.753248e-01
1.134993402831731e-02	2.810931e+00	-3.614125e-01
1.140852777831731e-02	2.338029e+00	-4.430960e-01
1.146712152831731e-02	1.836636e+00	-5.193800e-01
1.152571527831731e-02	1.312862e+00	-5.893347e-01
1.158430902831730e-02	7.730885e-01	-6.521078e-01
1.164290277831730e-02	2.238945e-01	-7.069343e-01
1.170149652831730e-02	-3.280279e-01	-7.531460e-01
1.176009027831730e-02	-8.759530e-01	-7.901798e-01
1.181868402831730e-02	-1.413204e+00	-8.175845e-01
1.187727777831730e-02	-1.933233e+00	-8.350260e-01
1.193587152831730e-02	-2.429704e+00	-8.422918e-01
1.199446527831730e-02	-2.896566e+00	-8.392935e-01
1.205305902831729e-02	-3.328130e+00	-8.260674e-01
1.211165277831729e-02	-3.719138e+00	-8.027748e-01
1.217024652831729e-02	-4.064824e+00	-7.696996e-01
1.222884027831729e-02	-4.360976e+00	-7.272447e-01
1.228743402831729e-02	-4.603985e+00	-6.759277e-01
1.234602777831729e-02	-4.790889e+00	-6.163737e-01
1.240462152831729e-02	-4.919412e+00	-5.493085e-01
1.246321527831729e-02	-4.987986e+00	-4.755495e-01
1.252180902831728e-02	-4.995776e+00	-3.959954e-01
1.258040277831728e-02	-4.942687e+00	-3.116156e-01
1.263899652831728e-02	-4.829367e+00	-2.234385e-01
1.269759027831728e-02	-4.657195e+00	-1.325386e-01
1.275618402831728e-02	-4.428271e+00	-4.002350e-02
1.281477777831728e-02	-4.145383e+00	5.297931e-02
1.287337152831728e-02	-3.811980e+00	1.453365e-01
1.293196527831728e-02	-3.432123e+00	2.359226e-01
1.299055902831727e-02	-3.010443e+00	3.236338e-01
1.304915277831727e-02	-2.552077e+00	4.074011e-01
1.310774652831727e-02	-2.062611e+00	4.862038e-01
1.316634027831727e-02	-1.548010e+00	5.590816e-01
1.322493402831727e-02	-1.014545e+00	6.251464e-01
1.328352777831727e-02	-4.687171e-01	6.835932e-01
1.334212152831727e-02	8.282300e-02	7.337096e-01
1.340071527831727e-02	6.333538e-01	7.748849e-01
1.345930902831726e-02	1.176166e+00	8.066176e-01
1.351790277831726e-02	1.704646e+00	8.285207e-01
1.357649652831726e-02	2.212353e+00	8.403274e-01
1.363509027831726e-02	2.693100e+00	8.418938e-01
1.369368402831726e-02	3.141029e+00	8.332009e-01
1.375227777831726e-02	3.550681e+00	8.143545e-01
1.381087152831726e-02	3.917064e+00	7.855843e-01
1.386946527831726e-02	4.235714e+00	7.472410e-01
1.392805902831725e-02	4.502747e+00	6.997918e-01
1.398665277831725e-02	4.714909e+00	6.438148e-01
1.404524652831725e-02	4.869615e+00	5.799923e-01
1.410384027831725e-02	4.964980e+00	5.091019e-01
1.416243402831725e-02	4.999841e+00	4.320077e-01
1.422102777831725e-02	4.973773e+00	3.496489e-01
1.427962152831725e-02	4.887095e+00	2.630293e-01
1.433821527831725e-02	4.740863e+00	1.732044e-01
1.439680902831724e-02	4.536858e+00	8.126883e-02
1.445540277831724e-02	4.277567e+00	-1.165709e-02
1.451399652831724e-02	3.966149e+00	-1.044409e-01
1.457259027831724e-02	3.606399e+00	-1.959521e-01
1.463118402831724e-02	3.202702e+00	-2.850754e-01
1.468977777831724e-02	2.759976e+00	-3.707247e-01
1.474837152831724e-02	2.283617e+00	-4.518563e-01
1.480696527831724e-02	1.779430e+00	-5.274816e-01
1.486555902831723e-02	1.253558e+00	-5.966790e-01
1.492415277831723e-02	7.124104e-01	-6.586052e-01
1.498274652831723e-02	1.625815e-01	-7.125056e-01
1.504134027831723e-02	-3.892288e-01	-7.577233e-01
1.509993402831723e-02	-9.362958e-01	-7.937075e-01
1.515852777831723e-02	-1.471953e+00	-8.200194e-01
1.521712152831723e-02	-1.989673e+00	-8.363385e-01
1.527571527831723e-02	-2.483147e+00	-8.424660e-01
1.533430902831722e-02	-2.946361e+00	-8.383271e-01
1.539290277831722e-02	-3.373670e+00	-8.239723e-01
1.545149652831722e-02	-3.759868e+00	-7.995765e-01
1.551009027831722e-02	-4.100247e+00	-7.654371e-01
1.556868402831722e-02	-4.390661e+00	-7.219700e-01
1.562727777831722e-02	-4.627570e+00	-6.697049e-01
1.568587152831722e-02	-4.808087e+00	-6.092788e-01
1.574446527831722e-02	-4.930013e+00	-5.414279e-01
1.580305902831722e-02	-4.991861e+00	-4.669792e-01
1.586165277831723e-02	-4.992878e+00	-3.868398e-01
1.592024652831723e-02	-4.933051e+00	-3.019864e-01
1.597884027831723e-02	-4.813110e+00	-2.134530e-01
1.603743402831723e-02	-4.634516e+00	-1.223184e-01
1.609602777831724e-02	-4.399446e+00	-2.969321e-02
1.615462152831724e-02	-4.110764e+00	6.329380e-02
1.621321527831724e-02	-3.771987e+00	1.555095e-01
1.627180902831724e-02	-3.387245e+00	2.458302e-01
1.633040277831724e-02	-2.961226e+00	3.331551e-01
1.638899652831725e-02	-2.499121e+00	4.164203e-01
1.644759027831725e-02	-2.006562e+00	4.946108e-01
1.650618402831725e-02	-1.489551e+00	5.667741e-01
1.656477777831725e-02	-9.543876e-01	6.320305e-01
1.662337152831726e-02	-4.075943e-01	6.895851e-01
1.668196527831726e-02	1.441660e-01	7.387363e-01
1.674055902831726e-02	6.941695e-01	7.788852e-01
1.679915277831726e-02	1.235714e+00	8.095426e-01
1.685774652831726e-02	1.762200e+00	8.303348e-01
1.691634027831727e-02	2.267211e+00	8.410085e-01
1.697493402831727e-02	2.744594e+00	8.414337e-01
1.703352777831727e-02	3.188532e+00	8.316051e-01
1.709212152831727e-02	3.593614e+00	8.116425e-01
1.715071527831728e-02	3.954903e+00	7.817892e-01
1.720930902831728e-02	4.267998e+00	7.424089e-01
1.726790277831728e-02	4.529083e+00	6.939816e-01
1.732649652831728e-02	4.734977e+00	6.370974e-01
1.738509027831728e-02	4.883169e+00	5.724495e-01
1.744368402831729e-02	4.971855e+00	5.008257e-01
1.750227777831729e-02	4.999954e+00	4.230988e-01
1.756087152831729e-02	4.967123e+00	3.402160e-01
1.761946527831729e-02	4.873762e+00	2.531873e-01
1.767805902831730e-02	4.721009e+00	1.630732e-01
1.773665277831730e-02	4.510726e+00	7.097197e-02
1.779524652831730e-02	4.245475e+00	-2.199417e-02
1.785384027831730e-02	3.928488e+00	-1.146923e-01
1.791243402831730e-02	3.563629e+00	-2.059928e-01
1.797102777831731e-02	3.155343e+00	-2.947830e-01
1.802962152831731e-02	2.708605e+00	-3.799810e-01
1.808821527831731e-02	2.228861e+00	-4.605485e-01
1.814680902831731e-02	1.721955e+00	-5.355037e-01
1.820540277831732e-02	1.194066e+00	-6.039333e-01
1.826399652831732e-02	6.516252e-01	-6.650033e-01
1.832259027831732e-02	1.012440e-01	-7.179695e-01
1.838118402831732e-02	-4.503709e-01	-7.621866e-01
1.843977777831732e-02	-9.964976e-01	-7.971155e-01
1.849837152831733e-02	-1.530481e+00	-8.223308e-01
1.855696527831733e-02	-2.045814e+00	-8.375251e-01
1.861555902831733e-02	-2.536216e+00	-8.425132e-01
1.867415277831733e-02	-2.995712e+00	-8.372345e-01
1.873274652831734e-02	-3.418702e+00	-8.217531e-01
1.879134027831734e-02	-3.800031e+00	-7.962579e-01
1.884993402831734e-02	-4.135053e+00	-7.610593e-01
1.890852777831734e-02	-4.419685e+00	-7.165865e-01
1.896712152831734e-02	-4.650459e+00	-6.633812e-01
1.902571527831735e-02	-4.824562e+00	-6.020921e-01
1.908430902831735e-02	-4.939872e+00	-5.334657e-01
1.914290277831735e-02	-4.994985e+00	-4.583385e-01
1.920149652831735e-02	-4.989228e+00	-3.776260e-01
1.926009027831736e-02	-4.922673e+00	-2.923117e-01
1.931868402831736e-02	-4.796129e+00	-2.034353e-01
1.937727777831736e-02	-4.611140e+00	-1.120798e-01
1.943587152831736e-02	-4.369959e+00	-1.935845e-02
1.949446527831736e-02	-4.075525e+00	7.359876e-02
1.955305902831737e-02	-3.731427e+00	1.656591e-01
1.961165277831737e-02	-3.341857e+00	2.557007e-01
1.967024652831737e-02	-2.911564e+00	3.426263e-01
1.972884027831737e-02	-2.445790e+00	4.253767e-01
1.978743402831738e-02	-1.950211e+00	5.029434e-01
1.984602777831738e-02	-1.430867e+00	5.743812e-01
1.990462152831738e-02	-8.940862e-01	6.388195e-01
1.996321527831738e-02	-3.464101e-01	6.954732e-01
2.002180902831738e-02	2.054874e-01	7.436517e-01
2.008040277831739e-02	7.548807e-01	7.827681e-01
2.013899652831739e-02	1.295075e+00	8.123457e-01
2.019759027831739e-02	1.819488e+00	8.320239e-01
2.025618402831739e-02	2.321728e+00	8.415630e-01
2.031477777831740e-02	2.795675e+00	8.408468e-01
2.037337152831740e-02	3.235554e+00	8.298841e-01
2.043196527831740e-02	3.636005e+00	8.088083e-01
2.049055902831740e-02	3.992147e+00	7.778763e-01
2.054915277831740e-02	4.299640e+00	7.374650e-01
2.060774652831741e-02	4.554738e+00	6.880670e-01
2.066634027831741e-02	4.754331e+00	6.302841e-01
2.072493402831741e-02	4.895988e+00	5.648205e-01
2.078352777831741e-02	4.977982e+00	4.924740e-01
2.084212152831742e-02	4.999314e+00	4.141262e-01
2.090071527831742e-02	4.959724e+00	3.307319e-01
2.095930902831742e-02	4.859694e+00	2.433072e-01
2.101790277831742e-02	4.700445e+00	1.529175e-01
2.107649652831742e-02	4.483915e+00	6.066443e-02
2.113509027831743e-02	4.212744e+00	-3.232794e-02
2.119368402831743e-02	3.890236e+00	-1.249264e-01
2.125227777831743e-02	3.520322e+00	-2.160024e-01
2.131087152831743e-02	3.107508e+00	-3.044463e-01
2.136946527831744e-02	2.656826e+00	-3.891801e-01
2.142805902831744e-02	2.173769e+00	-4.691713e-01
2.148665277831744e-02	1.664221e+00	-5.434453e-01
2.154524652831744e-02	1.134393e+00	-6.110967e-01
2.160384027831744e-02	5.907417e-01	-6.713013e-01
2.166243402831745e-02	3.989125e-02	-7.233254e-01
2.172102777831745e-02	-5.114453e-01	-7.665350e-01
2.177962152831745e-02	-1.056549e+00	-8.004036e-01
2.183821527831745e-02	-1.588778e+00	-8.245183e-01
2.189680902831746e-02	-2.101646e+00	-8.385855e-01
2.195540277831746e-02	-2.588903e+00	-8.424336e-01
2.201399652831746e-02	-3.044612e+00	-8.360158e-01
2.207259027831746e-02	-3.463219e+00	-8.194102e-01
2.213118402831746e-02	-3.839622e+00	-7.928192e-01
2.218977777831747e-02	-4.169237e+00	-7.565669e-01
2.224837152831747e-02	-4.448044e+00	-7.110950e-01
2.230696527831747e-02	-4.672647e+00	-6.569577e-01
2.236555902831747e-02	-4.840309e+00	-5.948147e-01
2.242415277831748e-02	-4.948987e+00	-5.254232e-01
2.248274652831748e-02	-4.997356e+00	-4.496288e-01
2.254134027831748e-02	-4.984827e+00	-3.683553e-01
2.259993402831748e-02	-4.911553e+00	-2.825930e-01
2.265852777831748e-02	-4.778426e+00	-1.933869e-01
2.271712152831749e-02	-4.587069e+00	-1.018243e-01
2.277571527831749e-02	-4.339814e+00	-9.020776e-03
2.283430902831749e-02	-4.039673e+00	8.389264e-02
2.289290277831749e-02	-3.690305e+00	1.757838e-01
2.295149652831750e-02	-3.295966e+00	2.655327e-01
2.301009027831750e-02	-2.861463e+00	3.520459e-01
2.306868402831750e-02	-2.392090e+00	4.342691e-01
2.312727777831750e-02	-1.893566e+00	5.112002e-01
2.318587152831750e-02	-1.371968e+00	5.819018e-01
2.324446527831751e-02	-8.336501e-01	6.455123e-01
2.330305902831751e-02	-2.851738e-01	7.012565e-01
2.336165277831751e-02	2.667778e-01	7.484552e-01
2.342024652831751e-02	8.154783e-01	7.865332e-01
2.347884027831752e-02	1.354241e+00	8.150264e-01
2.353743402831752e-02	1.876502e+00	8.335877e-01
2.359602777831752e-02	2.375895e+00	8.419908e-01
2.365462152831752e-02	2.846335e+00	8.401334e-01
2.371321527831752e-02	3.282089e+00	8.280381e-01
2.377180902831753e-02	3.677848e+00	8.058522e-01
2.383040277831753e-02	4.028789e+00	7.738462e-01
2.388899652831753e-02	4.330634e+00	7.324100e-01
2.394759027831753e-02	4.579706e+00	6.820487e-01
2.400618402831754e-02	4.772970e+00	6.233758e-01
2.406477777831754e-02	4.908069e+00	5.571065e-01
2.412337152831754e-02	4.983359e+00	4.840482e-01
2.418196527831754e-02	4.997921e+00	4.050913e-01
2.424055902831754e-02	4.951579e+00	3.211980e-01
2.429915277831755e-02	4.844895e+00	2.333904e-01
2.435774652831755e-02	4.679172e+00	1.427388e-01
2.441634027831755e-02	4.456429e+00	5.034776e-02
2.447493402831755e-02	4.179378e+00	-4.265683e-02
2.453352777831756e-02	3.851398e+00	-1.351416e-01
2.459212152831756e-02	3.476484e+00	-2.259795e-01
2.465071527831756e-02	3.059206e+00	-3.140637e-01
2.470930902831756e-02	2.604648e+00	-3.983206e-01
2.476790277831756e-02	2.118349e+00	-4.777235e-01
2.482649652831757e-02	1.606237e+00	-5.513049e-01
2.488509027831757e-02	1.074550e+00	-6.181681e-01
2.494368402831757e-02	5.297692e-01	-6.774983e-01
2.500227777831757e-02	-2.146749e-02	-7.285724e-01
2.506087152831758e-02	-5.724427e-01	-7.707680e-01
2.511946527831758e-02	-1.116442e+00	-8.035711e-01
2.517805902831758e-02	-1.646836e+00	-8.265818e-01
2.523665277831758e-02	-2.157162e+00	-8.395196e-01
2.529524652831758e-02	-2.641201e+00	-8.422271e-01
2.535384027831759e-02	-3.093053e+00	-8.346711e-01
2.541243402831759e-02	-3.507214e+00	-8.169438e-01
2.547102777831759e-02	-3.878635e+00	-7.892612e-01
2.552962152831759e-02	-4.202792e+00	-7.519606e-01
2.558821527831760e-02	-4.475732e+00	-7.054965e-01
2.564680902831760e-02	-4.694131e+00	-6.504352e-01
2.570540277831760e-02	-4.855328e+00	-5.874477e-01
2.576399652831760e-02	-4.957356e+00	-5.173015e-01
2.582259027831760e-02	-4.998975e+00	-4.408514e-01
2.588118402831761e-02	-4.979675e+00	-3.590291e-01
2.593977777831761e-02	-4.899693e+00	-2.728317e-01
2.599837152831761e-02	-4.760003e+00	-1.833095e-01
2.605696527831761e-02	-4.562307e+00	-9.155345e-02
2.611555902831762e-02	-4.309015e+00	1.318255e-03
2.617415277831762e-02	-4.003212e+00	9.417389e-02
2.623274652831762e-02	-3.648627e+00	1.858819e-01
2.629134027831762e-02	-3.249579e+00	2.753248e-01
2.634993402831762e-02	-2.810931e+00	3.614125e-01
2.640852777831763e-02	-2.338029e+00	4.430960e-01
2.646712152831763e-02	-1.836636e+00	5.193800e-01
2.652571527831763e-02	-1.312862e+00	5.893347e-01
2.658430902831763e-02	-7.730885e-01	6.521078e-01
2.664290277831764e-02	-2.238945e-01	7.069343e-01
2.670149652831764e-02	3.280279e-01	7.531460e-01
2.676009027831764e-02	8.759530e-01	7.901798e-01
2.681868402831764e-02	1.413204e+00	8.175845e-01
2.687727777831764e-02	1.933233e+00	8.350260e-01
2.693587152831765e-02	2.429704e+00	8.422918e-01
2.699446527831765e-02	2.896566e+00	8.392935e-01
2.705305902831765e-02	3.328130e+00	8.260674e-01
2.711165277831765e-02	3.719138e+00	8.027748e-01
2.717024652831766e-02	4.064824e+00	7.696996e-01
2.722884027831766e-02	4.360976e+00	7.272447e-01
2.728743402831766e-02	4.603985e+00	6.759277e-01
2.734602777831766e-02	4.790889e+00	6.163737e-01
2.740462152831766e-02	4.919412e+00	5.493085e-01
2.746321527831767e-02	4.987986e+00	4.755495e-01
2.752180902831767e-02	4.995776e+00	3.959954e-01
2.758040277831767e-02	4.942687e+00	3.116156e-01
